awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type,visited,latitude,longitude,broad_genre
,う成ル,亀戸駅 125m , 居酒屋、うなぎ、焼き鳥,うなぎ串1本339円・馬肉・牡蠣・焼鳥あり〼。宴会予約はＷＥＢ・お電話で,"￥4,000～￥4,999","￥4,000～￥4,999",3.56,,https://tabelog.com/tokyo/A1312/A131202/13232486/,予約可,禁煙（1階）ご希望のお客様はコメントにてお知らせ下さい。席数が限られている為、ご希望に添えない場合もあり、その場合は喫煙可（2階席）へのご案内となります。ご連絡が必要なお客様は加えてコメント願います。◎2名様禁煙　カウンター席となります◎2名様喫煙　テーブル席となります◎4名様用禁煙テーブル1台　屋外こたつテーブル2台　　他は喫煙席となります◎6名様以上は2階席となります,ＪＲ総武線・東武亀戸線『亀戸駅』北口より徒歩3分亀戸駅北口出まして、目の前にバス停・・正面三井住友銀行を右まっすぐ・・ローソン越えて、カラオケビックエコーさんの角路地左・・まっすぐお進み下さい。 亀戸駅から125m,15:30 - 22:55L.O. 料理22:00 ドリンク22:20,■ 定休日月曜日（祝日の際は火曜日）・お盆・年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay、au PAY）,"35.69883163872414,139.82702088451973",03-5875-3346,東京都江東区亀戸5-11-1 ,368,unagi,False,35.69883163872414,139.82702088451973,unagi
,味治,中野駅 284m , うなぎ、串焼き、居酒屋,,"￥6,000～￥7,999","￥6,000～￥7,999",3.56,日曜日,https://tabelog.com/tokyo/A1319/A131902/13059507/,予約可,,ＪＲ中央線、東京メトロ東西線【中野駅】北口　徒歩５分 中野駅から284m,,,カード不可 電子マネー不可 QRコード決済不可,"35.7081551386672,139.66683318472622",03-6677-1990,東京都中野区中野5-57-10 ,366,unagi,False,35.7081551386672,139.66683318472622,unagi
,鰻 炭焼 ひつまぶし 美濃金 神田本店,末広町駅 77m , うなぎ、日本料理、丼,末広町駅スグ◆岐阜県伝統の美濃地焼きで提供する鰻専門店◆期間限定 秋のこだわり一品メニュー,"￥5,000～￥5,999","￥5,000～￥5,999",3.56,,https://tabelog.com/tokyo/A1311/A131101/13277621/,予約可,,- 東京メトロ銀座線「末広町」駅 4番出口 徒歩1分- 東京メトロ千代田線湯島駅徒歩 5分- JR「秋葉原駅」 電気街口徒歩7分 末広町駅から77m,,,カード可 （VISA、Master、JCB） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、WAON、QUICPay） QRコード決済可 （d払い、楽天ペイ、au PAY）,"35.70346833870344,139.77131798460562",03-6806-0328,東京都千代田区外神田6-14-3 VORT末広町2 1F,316,unagi,False,35.70346833870344,139.77131798460562,unagi
,大江戸 南青山店,外苑前駅 285m , うなぎ、日本料理,,"￥8,000～￥9,999","￥8,000～￥9,999",3.56,-,https://tabelog.com/tokyo/A1306/A130603/13012964/,予約可,,東京メトロ銀座線【外苑前駅】徒歩４分東京メトロ銀座線・半蔵門線、都営地下鉄大江戸線【青山一丁目駅】徒歩６分 外苑前駅から285m,11:00 - 14:30,■ 定休日無休　（年末年始休みあり）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67061843870827,139.72091808430915",03-3402-0641,東京都港区南青山2-14-22 ,203,unagi,False,35.67061843870827,139.72091808430915,unagi
,小川の魚,八王子駅 471m , 居酒屋、うなぎ、どじょう,,"￥4,000～￥4,999","￥4,000～￥4,999",3.56,-,https://tabelog.com/tokyo/A1329/A132904/13173968/,予約可,,京王線京王八王子駅　徒歩12分JR八王子駅 徒歩10分 八王子駅から471m,17:00 - 22:30L.O. 22:00,祝日営業します。月曜日が祝日の場合、翌日がお休みになります。,カード可 （VISA、Master、JCB、AMEX） 電子マネー可 QRコード決済可 （PayPay、d払い、楽天ペイ）,"35.65903963859312,139.33626278446178",042-649-3317,東京都八王子市横山町8-4 1F,173,unagi,False,35.65903963859312,139.33626278446178,unagi
,うなぎ四代目菊川 羽田エアポートガーデン店,羽田空港第３ターミナル（京急）駅 217m , うなぎ、海鮮、天ぷら,うなぎ問屋直営 関西風うなぎの『パリッ・フワッ・トロッ』を 世界の窓口羽田空港で楽しめます。,"￥4,000～￥4,999","￥4,000～￥4,999",3.56,,https://tabelog.com/tokyo/A1315/A131504/13280605/,予約可,ご希望のお時間にご予約が出来ない場合でも入店時間や滞在時間をご調整頂ければご案内できる場合もございます。ぜひお電話にてお問い合わせ下さい。,京急本線エアポート行き 羽田空港第３ターミナル駅（京急）から217m,11:00 - 22:00L.O. 21:00,■ 定休日年中無休（施設の休みに準ずる）,カード可 （VISA、Master、JCB） 電子マネー可 QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.544187838802586,139.76495188300123",03-5579-7507,東京都大田区羽田空港2-7-1 羽田エアポートガーデン 1F,108,unagi,False,35.544187838802586,139.76495188300123,unagi
,寿々喜,蒲田駅 304m , うなぎ、焼き鳥、どじょう,,"￥3,000～￥3,999","￥3,000～￥3,999",3.55,-,https://tabelog.com/tokyo/A1315/A131503/13050406/,予約可,,東急蒲田駅から、徒歩3分JR蒲田駅（西口）から、徒歩4分 蒲田駅から304m,,,カード不可 電子マネー不可 QRコード決済不可,"35.5619723040914,139.71276119871692",03-3731-5239,東京都大田区西蒲田7-63-2 ,512,unagi,False,35.5619723040914,139.71276119871692,unagi
,神田きくかわ 上野毛店,上野毛駅 679m , うなぎ,,-,-,3.55,月曜日,https://tabelog.com/tokyo/A1317/A131715/13003114/,予約可,御席の御利用時間は、90分制となっております。,車、タクシー 上野毛駅から679m,11:30 - 20:30,■ 定休日月曜日(祝日の場合のみ振替休日),カード可 （VISA、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.616110738718525,139.64444428381216",03-3705-3737,東京都世田谷区中町4-20-13 ,383,unagi,False,35.616110738718525,139.64444428381216,unagi
,いづもや 日本橋三越店,三越前駅 98m , うなぎ,,"￥3,000～￥3,999","￥3,000～￥3,999",3.55,-,https://tabelog.com/tokyo/A1302/A130202/13097085/,予約不可,大串蒲焼き2枚付きうな重、各日限定10食は、10:15から整理券が配られ、予約は承れません。,地下鉄銀座線・半蔵門線　三越前駅からすぐ 三越前駅から98m,10:00 - 19:30L.O. 19:00,■ 定休日1/1(日本橋三越本店に準ずる),カード可 （VISA、Master、JCB、AMEX） 電子マネー可 QRコード決済可,"35.68582483203167,139.7730488227731",03-3274-8628,東京都中央区日本橋室町1-4-1 日本橋三越本店本館 B1F,251,unagi,False,35.68582483203167,139.7730488227731,unagi
,いづもや 別館,三越前駅 302m , うなぎ、日本料理,,"￥8,000～￥9,999","￥8,000～￥9,999",3.55,日曜日、祝日,https://tabelog.com/tokyo/A1302/A130202/13040225/,予約可,,東京メトロ銀座線・半蔵門線　三越前駅　徒歩２分ＪＲ総武本線　新日本橋駅　徒歩２分ＪＲ中央線　神田駅　徒歩６分 三越前駅から302m,11:00 - 14:00,■ 営業時間営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.68757013871344,139.77098798444527",03-3241-3412,東京都中央区日本橋本石町3-3-2 ,207,unagi,False,35.68757013871344,139.77098798444527,unagi
,うなぎ 炙一徹,日比谷駅 172m , うなぎ,,"￥8,000～￥9,999","￥8,000～￥9,999",3.55,月曜日、日曜日,https://tabelog.com/tokyo/A1301/A130102/13002136/,予約可,ランチタイムには一般料理の提供はしません。焼き時間は相当かかりますので。,JR有楽町駅より、徒歩10分足らず。地下鉄丸ノ内線銀座駅C1出口から 徒歩2分 日比谷駅から172m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可,"35.67289953871939,139.7604142843045",03-3501-2550,東京都千代田区有楽町1-2-8 ,176,unagi,False,35.67289953871939,139.7604142843045,unagi
,ひつまぶし名古屋備長 丸ビル店,二重橋前駅 209m , うなぎ、日本料理,【東京駅近】東京５店舗目！！本場名古屋の極上のひつまぶしを,"￥5,000～￥5,999","￥5,000～￥5,999",3.55,,https://tabelog.com/tokyo/A1302/A130201/13228980/,予約可,●ランチタイムの営業時間11:00～14:30L.O14:00となっております。予約画面の滞在可能時間と実際の滞在可能時間が異なる場合がございますのでご了承下さい。●ご希望の座席タイプをお選びの上ご予約時に指定をお願いいたします。ネット予約の場合、ご希望の座席タイプが表示されない場合は、他の席タイプをお選びください。,JR各線・新幹線東京駅丸の内南口から徒歩すぐ、丸の内ビルディング内６FJR線東京駅丸の内南口地下改札、東京メトロ丸ノ内線東京駅から地下通路直結東京メトロ東西線・半蔵門線・千代田線大手町駅から徒歩約7分東京メトロ千代田線二重橋前駅、都営三田線大手町駅から行幸通り地下通路経由徒歩約7分 二重橋前駅から209m,11:00 - 14:30L.O. 14:00,■ 定休日丸の内ビルディングに準ずる■年末年始の営業日・営業時間・～12/31(火)　通常営業・1/1(水)　休業・1/2(木)～　通常営業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.68095183871536,139.76381348438343",03-6259-1667,東京都千代田区丸の内2-4-1 丸ビル 6F,176,unagi,False,35.68095183871536,139.76381348438343,unagi
,人形町 梅田,人形町駅 145m , うなぎ,,"￥10,000～￥14,999","￥10,000～￥14,999",3.55,日曜日、祝日,https://tabelog.com/tokyo/A1302/A130204/13003026/,予約可,昼・11時50分迄でサービスメニューのご注文は承っておりません。夜・19時迄のご予約で承っております。,"東京メトロ日比谷線,　都営浅草線 【　人形町駅　】　A5出口より徒歩１分です。 人形町駅から145m",11:00 - 14:30L.O. 13:45,[土]早仕舞いする場合もございます。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.68602943871756,139.78085388442278",03-3661-0160,東京都中央区日本橋人形町3-4-2 ,160,unagi,False,35.68602943871756,139.78085388442278,unagi
,吉野,代々木公園駅 508m , うなぎ、焼き鳥、親子丼,,"￥2,000～￥2,999","￥2,000～￥2,999",3.55,日曜日、祝日,https://tabelog.com/tokyo/A1318/A131810/13053778/,予約可,ランチのご予約は不可,東京メトロ千代田線 代々木公園駅 2番出口徒歩6分 代々木公園駅から508m,,,カード不可 電子マネー不可 QRコード決済不可,"35.66504253870285,139.69278308427255",03-3468-8811,東京都渋谷区神山町40-1 鈴井ビル１F,120,unagi,False,35.66504253870285,139.69278308427255,unagi
,菊水楼 うな菊 ホテル椿山荘東京店,早稲田（都電）駅 504m , うなぎ,,"￥10,000～￥14,999","￥10,000～￥14,999",3.55,-,https://tabelog.com/tokyo/A1309/A130905/13282730/,予約可,※滞在のお時間はご予約時間から90分を原則とさせていただいております。ご予約時間から到着が遅くなった場合、滞在いただけるお時間が短くなることがございますので、何卒ご了承ください。※ご予約時に料理をお決めいただいた際もご来店時より調理を始めます。 ご提供までに20～30分お時間を頂戴致しますので、ご了承ください。,"【電車でお越しの場合】●東京メトロ 有楽町線「江戸川橋駅」1a出口：徒歩約 10分・1a出口から地上へ出て神田川の橋(江戸川橋)を渡る・約30m先ひとつ目の信号（八百屋の角）を左折・道なり（登り坂）約500m※神田川沿いにございます「冠木門」からお入り頂くことは出来ませんので、ご足労ではございますが、上記経路よりホテル棟正面エントランスからホテル庭園内へお進みください。【お車でお越しの場合】首都高5号線「早稲田ランプ」約5分／首都高5号線「護国寺ランプ」約5分／首都高5号線「東池袋ランプ」約8分※ホテル内に約400台の駐車場がございます。・3,000円以上10,000円未満ご利用　3時間無料・10,000円以上ご利用　6時間無料【ホテル内の経路】1 ホテル棟フロントロビー（3階）から1階へお進みください。2 庭園への入り口から通路へお進みください。3 赤い橋（弁慶橋）を渡り、左へお進みください。4 正面に池がございますので、そちらを左へお進みください。5 右側にございます階段（うな菊の看板がございます）をお進みください。(約50段ほど階段をお進み頂いたところに弊店の門がございます。)※階段以外の経路がございませんので、車椅子、ベビーカーでお越しのお客様は何卒ご容赦ください。 早稲田駅（都電）から504m",11:00 - 14:30,※臨時休業を頂く場合がございますので、何卒ご了承ください。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay）,"35.71216313868295,139.7243140847264",050-3647-4317,東京都文京区関口2-10-8 ホテル椿山荘東京 庭園,87,unagi,False,35.71216313868295,139.7243140847264,unagi
,うなぎの中庄 虎ノ門ヒルズ店,虎ノ門ヒルズ駅 31m , うなぎ、日本料理、海鮮,"【老舗鰻卸問屋直営】関西風の地焼きの""呑めるうなぎ屋""","￥4,000～￥4,999","￥4,000～￥4,999",3.55,,https://tabelog.com/tokyo/A1308/A130802/13291422/,予約可,,東京メトロ日比谷線　虎ノ門ヒルズ駅徒歩3分 虎ノ門ヒルズ駅から31m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.66747662572381,139.74747984661434",03-6206-6151,東京都港区虎ノ門2-6-1 虎ノ門ヒルズステーションタワー 4F,75,unagi,False,35.66747662572381,139.74747984661434,unagi
,おひつ膳 田んぼ 代々木本店,南新宿駅 166m , 日本料理、おにぎり、うなぎ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.54,-,https://tabelog.com/tokyo/A1304/A130403/13000681/,予約不可,,ＪＲ中央線・山手線【代々木駅】西口　徒歩３分都営地下鉄大江戸線【代々木駅】徒歩３分小田急小田原線【南新宿駅】徒歩３分 南新宿駅から166m,,,カード不可 電子マネー不可 QRコード決済可,"35.68239653869409,139.69988068444286",03-3320-0727,東京都渋谷区代々木1-41-9 DMK代々木ビル 1F,725,unagi,False,35.68239653869409,139.69988068444286,unagi
,新宿うな鐵　恵比寿店,恵比寿駅 130m , うなぎ、日本料理、どじょう,熟練の職人が一本一本心を込めて焼き上げる鰻料理の数々。頭から尻尾まで鰻を味わい尽くす贅沢を,"￥6,000～￥7,999","￥6,000～￥7,999",3.54,,https://tabelog.com/tokyo/A1303/A130302/13203474/,予約可,,JR　山手線、埼京線、湘南新宿ライン東京メトロ　日比谷線『恵比寿駅　西口』より徒歩2分 恵比寿駅から130m,11:00 - 22:30L.O. 22:00,■ 営業時間営業時間11:00～22:30（中休みなし）電話受付11:00 ~ 23:00当日予約はお電話にて承っております。ネット予約では席指定でのご案内が出来ないため、お席の希望がある場合にはお電話にてご相談下さい。皆様のご来店、心よりお待ち申し上げております。■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.64614843871998,139.70890608407038",03-6412-8556,東京都渋谷区恵比寿南1-4-7 シエルブルー恵比寿南１階,634,unagi,False,35.64614843871998,139.70890608407038,unagi
,うなぎ本丸,御成門駅 305m , うなぎ,,-,-,3.54,,https://tabelog.com/tokyo/A1314/A131401/13022349/,予約可,,電車でお越しの方は都営三田線　御成門駅徒歩５分　営団日比谷線　神谷町駅徒歩10分お車でお越しの方は首都高速芝公園出口を出て日比谷通りに入り左折します。1.0㎞ほど進むと芝郵便局前（交差点）がありますので左折します。その後１０m進みすぐに右折していただくと当店がございます。 御成門駅から305m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD） QRコード決済可 （PayPay、d払い、au PAY）,"35.66336473872273,139.7518515842142",03-3432-2564,東京都港区西新橋3-19-12 ,366,unagi,False,35.66336473872273,139.7518515842142,unagi
,野田岩 日本橋高島屋特別食堂,日本橋駅 182m , うなぎ,,"￥8,000～￥9,999","￥8,000～￥9,999",3.54,-,https://tabelog.com/tokyo/A1302/A130202/13000131/,予約可,席の予約ができるのは平日午後5時以降の時間帯。土日祝日は予約不可。,日本橋駅から182m,11:00 - 21:30L.O. 20:00,■ 定休日不定休（高島屋に準ずる）,カード可 （Diners） 電子マネー可 QRコード決済可,"35.68054736648103,139.77451005551333",03-3211-4111,東京都中央区日本橋2-4-1 日本橋タカシマヤ 8F,263,unagi,False,35.68054736648103,139.77451005551333,unagi
,宇な米,四谷三丁目駅 185m , うなぎ,,"￥6,000～￥7,999","￥6,000～￥7,999",3.54,木曜日,https://tabelog.com/tokyo/A1309/A130903/13012038/,予約可,,四谷三丁目駅から185m,11:30 - 13:30,■ 定休日第2・4水曜日,カード不可 電子マネー不可 QRコード決済不可,"35.68870553869726,139.72244898449077",03-3351-0405,東京都新宿区荒木町2 前田ビル 1F,96,unagi,False,35.68870553869726,139.72244898449077,unagi
,うなぎと炭やき いちまる,千歳船橋駅 210m , うなぎ、焼き鳥、串焼き,,"￥5,000～￥5,999","￥5,000～￥5,999",3.54,月曜日、火曜日,https://tabelog.com/tokyo/A1318/A131813/13084012/,予約可,,小田急線千歳船橋駅徒歩3分 千歳船橋駅から210m,,,カード可 （AMEX） 電子マネー可 （交通系電子マネー（Suicaなど）） QRコード決済不可,"35.64757673869143,139.62206108414568",03-3420-3724,東京都世田谷区船橋1-29-10 ,64,unagi,False,35.64757673869143,139.62206108414568,unagi
,宮川本廛 赤坂宮川,赤坂駅 128m , うなぎ、日本料理,赤坂で伝統の味を守り信頼され続けて7０年余り白木と竹の清々しい純和風空間で満ち足りた一時を,"￥4,000～￥4,999","￥4,000～￥4,999",3.53,,https://tabelog.com/tokyo/A1308/A130801/13007865/,予約可,※サービス料として10％を申し受けます。※確認のお電話をさせていただく場合がございます。※変更・キャンセルがある場合は、必ず事前にお電話でご連絡ください。※事前のご連絡無く30分以上過ぎても予約時間にお越しいただけない場合はキャンセル扱いとさせていただきます。,地下鉄千代田線赤坂駅7番出口 徒歩1分 赤坂駅から128m,11:30 - 14:30L.O. 14:00,■定休日　月曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67137263871236,139.73527008430668",03-3583-3136,東京都港区赤坂5-4-13 ホワイト赤坂ビル　1F,366,unagi,False,35.67137263871236,139.73527008430668,unagi
,うなぎ四代目菊川 東京駅黒塀横丁店,東京駅 157m , うなぎ、日本料理,【東京駅B1F】老舗卸問屋が運営する「うなぎ四代目菊川」,"￥5,000～￥5,999","￥5,000～￥5,999",3.53,,https://tabelog.com/tokyo/A1302/A130201/13269285/,予約可,,JR全線/東京メトロ【1F】八重洲北口改札を出て左手側へ進み、地下へ降りるエスカレーターでB1Fへ。エスカレーター降りたら再び左手側へ進んでいただくと当店左手側に見えてまいります。【B1F】グランスタ地下北口改札を出て右手側へ1分ほど進むと、左手側に黒い壁で「黒塀横丁」と書かれた看板をくぐっていただくと正面に当店見えてまいります。 東京駅から157m,11:00 - 23:00L.O. 21:30,■ 定休日年中無休（元旦のみ休業）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.68234393871582,139.76801218439456",03-6812-2121,東京都千代田区丸の内1-9-1 JR東日本東京駅 B1F,247,unagi,False,35.68234393871582,139.76801218439456,unagi
,うなぎ高瀬,小宮駅 197m , うなぎ,,-,-,3.53,水曜日、木曜日,https://tabelog.com/tokyo/A1329/A132904/13010820/,予約可,,国道20号「石川入口」交差点より昭島方面へ3Km。多摩大橋より南へ1km。JR八高線小宮駅徒歩2分。 小宮駅から197m,,,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.68507253858757,139.37073108470062",0426-46-7762,東京都八王子市小宮町1112-4 ,235,unagi,False,35.68507253858757,139.37073108470062,unagi
,うなぎ青葉,新富町駅 279m , うなぎ,,"￥8,000～￥9,999","￥8,000～￥9,999",3.53,日曜日,https://tabelog.com/tokyo/A1313/A131301/13025344/,予約可,夜の予約は、１８時３０分ご来店までとなります。予約のお客様は、お時間変更及びキャンセルの場合、必ずお電話でご連絡頂きますようお願い致します。予約の時間を過ぎますとキャンセル扱いとなります。お昼は時間帯によっては、お受け出来ない場合がございます。,東京メトロ有楽町線新富町駅徒歩５分 新富町駅から279m,11:30 - 14:00L.O. 13:30,土曜、祝日は、不定休となります。夜　17:15〜19:30おつまみ、夜のおつまみL.O20:00メイン料理L.O21:30閉店最終入店時間は、昼１３時２５分、夜１９時５０分となります。営業日に関しましては、Instagramよりご確認お願い致します。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.67298893872345,139.77331198429636",03-5541-3633,東京都中央区新富1-5-5 ,188,unagi,False,35.67298893872345,139.77331198429636,unagi
,よし邑,蓮根駅 177m , 日本料理、ふぐ、うなぎ,日本の伝統とモダンな真空間へようこそ,"￥8,000～￥9,999","￥8,000～￥9,999",3.53,,https://tabelog.com/tokyo/A1322/A132205/13039156/,予約可,,電車　・・・　都営三田線蓮根駅より徒歩２分　車　・・・　　首都高速５号線中台出口より５分バス　・・・　国際興業バスで志村健康福祉センター入り口停留所から徒歩５分 蓮根駅から177m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.78289733862327,139.6779019854734",03-3968-1301,東京都板橋区蓮根2-19-12 ,142,unagi,False,35.78289733862327,139.6779019854734,unagi
,重箱,赤坂駅 240m , うなぎ,,"￥40,000～￥49,999","￥40,000～￥49,999",3.53,-,https://tabelog.com/tokyo/A1308/A130801/13002768/,完全予約制,,東京メトロ　千代田線赤坂駅　5a出口徒歩4分 赤坂駅から240m,,,カード可 （VISA、Master） 電子マネー不可 QRコード決済不可,"35.67067423871375,139.73823878429755",03-3583-1319,東京都港区赤坂2-17-61 ,116,unagi,False,35.67067423871375,139.73823878429755,unagi
,満寿家,神田駅 128m , ふぐ、うなぎ,,"￥20,000～￥29,999","￥20,000～￥29,999",3.53,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1310/A131002/13044340/,予約可,ランチ時予約はコース料理のみ可（鰻重での席予約は不可）,東京メトロ銀座線【神田駅】４番地上口すぐＪＲ中央線ほか【神田駅】北口／東口　徒歩２分 神田駅から128m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.69331233870977,139.77087158450334",03-3256-8897,東京都千代田区神田鍛冶町3-3 ,93,unagi,False,35.69331233870977,139.77087158450334,unagi
,よし田,浅草橋駅 264m , うなぎ、ふぐ、日本料理,,"￥4,000～￥4,999","￥4,000～￥4,999",3.53,月曜日、日曜日、祝日,https://tabelog.com/tokyo/A1311/A131103/13016878/,予約可,,ＪＲ総武線、都営地下鉄浅草線【浅草橋駅】徒歩３分 浅草橋駅から264m,,,カード不可 電子マネー不可 QRコード決済不可,"35.6972413387128,139.78823878453085",03-3851-7802,東京都台東区柳橋1-26-10 吉田ビル 1F,76,unagi,False,35.6972413387128,139.78823878453085,unagi
,うなちゃん,国立駅 181m , うなぎ、串焼き、居酒屋,,"￥3,000～￥3,999","￥3,000～￥3,999",3.53,-,https://tabelog.com/tokyo/A1325/A132503/13016336/,予約可,,国立駅北口から徒歩1分 国立駅から181m,,,カード不可 電子マネー不可 QRコード決済不可,"35.69940523860313,139.4481877847911",042-575-3399,東京都国立市北1-1 ,75,unagi,False,35.69940523860313,139.4481877847911,unagi
,西麻布鮨いち,乃木坂駅 626m , 寿司、海鮮、うなぎ,,"￥30,000～￥39,999","￥30,000～￥39,999",3.53,水曜日,https://tabelog.com/tokyo/A1307/A130701/13186721/,完全予約制,【予約に関しまして】当店は＜完全予約制＞となります。必ずご連絡下さいますようお願い致します。ご予約はお電話またはインターネットの予約サイト（ポケットコンシェルジュ）からお願いします。,東京メトロ 千代田線 乃木坂駅　徒歩10分東京メトロ 日比谷線 六本木駅　徒歩10分都営地下鉄 大江戸線 六本木駅　徒歩10分 乃木坂駅から626m,17:00 - 22:00,■ 営業時間【ディナー】 (最終入店20:30)【土日限定お昼の営業】 (最終入店12:30)■ 定休日第2第4火曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66133363871513,139.7239410842132",03-6447-2337,東京都港区西麻布1-10-14 アビターレ霞町1F,65,unagi,False,35.66133363871513,139.7239410842132,unagi
,ほさかや,自由が丘駅 92m , うなぎ、居酒屋、焼酎バー,,"￥2,000～￥2,999","￥2,000～￥2,999",3.52,日曜日,https://tabelog.com/tokyo/A1317/A131703/13008198/,予約不可,,東急自由が丘駅徒歩1分 自由が丘駅から92m,11:30 - 14:00,■ 定休日第2月曜日,カード可 （VISA、Master、JCB） 電子マネー可 （交通系電子マネー（Suicaなど）） QRコード決済可,"35.608001138731616,139.6693192837128",03-3717-6538,東京都目黒区自由が丘1-11-5 ,669,unagi,False,35.608001138731616,139.6693192837128,unagi
,うなぎ割烹 大江戸,新日本橋駅 154m , うなぎ、日本料理,三越前駅5分◆落ち着いた和空間で、創業200年以上を誇る伝統のうなぎを堪能。テイクアウト可,"￥8,000～￥9,999","￥8,000～￥9,999",3.52,,https://tabelog.com/tokyo/A1302/A130202/13000314/,予約可,,新日本橋駅から徒歩３分神田駅から徒歩5分三越前駅から徒歩5分小伝馬町駅から徒歩5分 新日本橋駅から154m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay）,"35.689910538713264,139.775137484466",03-3241-3838,東京都中央区日本橋本町4-7-10 ,570,unagi,False,35.689910538713264,139.775137484466,unagi
